titulo,subtitulo,fecha,url,audience,post_type,tipo_clasificado,metodo_extraccion_usado,body_text,body_length,transcript_text,transcript_length,transcript_source,combined_text,combined_length,media_upload_ids,duracion_media,estado_extraccion,notas
🏠💼 Fiscalidad en el alquiler de apartamentos turísticos: evita errores que pueden costarte caro,,2025-08-20T07:22:22.817Z,https://fiscalizarte.substack.com/p/fiscalidad-en-el-alquiler-de-apartamentos,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
"Los grandes inversores no van solos. Ahora, nosotros tampoco 🤝","La misma estrategia que usan los grandes inversores, ahora en nuestra comunidad.",2025-08-17T07:35:28.044Z,https://fiscalizarte.substack.com/p/los-grandes-inversores-no-van-solos,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
"📉 Ayer te conté un error fiscal muy común entre inversores… Hoy te traigo otro que, para mí, es básico conocer.",,2025-08-14T12:02:45.154Z,https://fiscalizarte.substack.com/p/ayer-te-conte-un-error-fiscal-muy,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
⚠️ Estás perdiendo dinero (y no lo sabes): el error fiscal nº1 de muchos inversores inmobiliarios,,2025-08-13T07:19:20.482Z,https://fiscalizarte.substack.com/p/estas-perdiendo-dinero-y-no-lo-sabes,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🚀 ¡Firmado el primer proyecto de co-inversión con la comunidad premium!,,2025-08-11T11:16:14.381Z,https://fiscalizarte.substack.com/p/firmado-el-primer-proyecto-de-co,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 15: Cuestiones Comunes a los gastos deducibles.,Aspectos a tener en consideración para no dejarme NADA.,2025-08-10T07:47:41.078Z,https://fiscalizarte.substack.com/p/clase-15-cuestiones-comunes-a-los,only_paid,podcast,podcast_video_sin_transcripcion_substack,body_html + videoUpload + ASR_local,,0,,0,local_asr_video,,0,98ab667f-5858-4419-b295-a7e78310821a | 22e7d61e-137a-4ca3-bc5e-e607dc84039a,631.56665 | 631.4318,PENDIENTE,Preparado para extracción final
💰Asi he ganado casi 9.000 euros en 2 meses..,Estos son los números de mi última operación... 🚀,2025-08-09T07:08:44.348Z,https://fiscalizarte.substack.com/p/asi-he-ganado-casi-9000-euros-en,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Ejemplo Real: ¿Te conviene alquilar como persona física o a través de sociedad patrimonial?,La pregunta que TODO inversor inmobiliario NO PARA de hacerse.,2025-08-06T11:40:25.004Z,https://fiscalizarte.substack.com/p/ejemplo-real-te-conviene-alquilar,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Estás pagando más impuestos de los que deberías (y lo sabes),hasta HOY... ,2025-08-03T18:06:16.240Z,https://fiscalizarte.substack.com/p/estas-pagando-mas-impuestos-de-los,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
"🏠💸 ERROR FRECUENTE EN RENTAS DE INMUEBLES: ""Se me olvidaron los gastos de reparación el año pasado... ¿Y ahora qué?",Cómo DEBES hacerlo sí te encuentras en esta situación. No lo hagas MAL.,2025-07-30T11:40:13.252Z,https://fiscalizarte.substack.com/p/error-frecuente-en-rentas-de-inmuebles,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🚨 El error fiscal que cometen (casi) todos los inversores inmobiliarios..,una VERDAD incómoda que debo CONTAR...,2025-07-27T07:10:21.022Z,https://fiscalizarte.substack.com/p/el-error-fiscal-que-cometen-casi,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
⚠️ Cataluña aprieta el puño fiscal: llega el 20% en Transmisiones Patrimoniales Onerosas.,Así aplicará el concepto de GRAN TENEDOR para inversores en CATALUÑA.,2025-07-26T07:47:38.838Z,https://fiscalizarte.substack.com/p/cataluna-aprieta-el-puno-fiscal-llega,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
"🏠 Alquilas tu piso por habitaciones… pero, ¿sabes cómo declarar bien la amortización del inmueble?",El error que provoca MILES de revisiones de RENTA por HACIENDA.,2025-07-23T11:39:20.141Z,https://fiscalizarte.substack.com/p/alquilas-tu-piso-por-habitaciones,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🔒 Acceso exclusivo: 30 minutos que todo inversor debe ver.,"Te enseño cómo estructurar tus inversiones inmobiliarias para pagar menos impuestos, sin complicarte.",2025-07-18T08:08:10.402Z,https://fiscalizarte.substack.com/p/acceso-exclusivo-30-minutos-que-todo,only_paid,newsletter,newsletter_con_video_embebido,body_html + native-video-embed + ASR_local,,0,,0,local_asr_video,,0,ae046f0f-7ba7-43d4-bd29-27f0eb6e76bf,,PENDIENTE,Preparado para extracción final
🏗️ Lo que muchos no saben sobre Segregar vs. Dividir un inmueble (y cómo tributa después),No la cagues al declarar la GANANCIA PATRIMONIAL.,2025-07-16T11:40:20.287Z,https://fiscalizarte.substack.com/p/lo-que-muchos-no-saben-sobre-segregar,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
"Mientras tú pagas al ""personal shopper"", yo compro con un 40% de descuento… y tributo la mitad. Te cuento cómo.",🔍 Estás buscando rentabilidad donde ya no queda,2025-07-14T06:45:45.382Z,https://fiscalizarte.substack.com/p/mientras-tu-pagas-al-personal-shopper,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🧠 ¿Inviertes en inmuebles? Entonces esto te interesa (mucho).,,2025-07-13T07:51:14.034Z,https://fiscalizarte.substack.com/p/inviertes-en-inmuebles-entonces-esto,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🕵️‍♂️ ¿Te ha escrito Hacienda? No entres en pánico (aún)...,Así es el procedimiento para recurrirle a HACIENDA.,2025-07-11T07:22:18.377Z,https://fiscalizarte.substack.com/p/te-ha-escrito-hacienda-no-entres,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🚨 El error fiscal que casi le cuesta caro a este inversor no residente,Te cuento el caso real de Andrés: inversor NO residente fiscal en España.,2025-07-09T11:40:19.478Z,https://fiscalizarte.substack.com/p/el-error-fiscal-que-casi-le-cuesta,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
"🧱 Así estoy creando una sociedad de co-inversión inmobiliaria (para que tú también puedas invertir, sin complicarte)",,2025-07-08T07:38:15.962Z,https://fiscalizarte.substack.com/p/asi-estoy-creando-una-sociedad-de,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
⏳ Últimas 24 horas. No se volverá a repetir.,este mail INCLUYE un BONUS VIP que MUCHOS me habeís pedido.,2025-07-07T06:54:59.289Z,https://fiscalizarte.substack.com/p/ultimas-24-horas-no-se-volvera-a,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
"🏠 ¿Debo tributar por ""Operaciones Societarias"" si constituyo una comunidad de bienes para alquilar inmuebles?",,2025-07-02T11:35:22.235Z,https://fiscalizarte.substack.com/p/debo-tributar-por-operaciones-societarias,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🚀 Cómo Mi Hermano va a GANAR 25.000€ en Menos de 6 Meses con un Piso en Jaén (Y Tú También Puedes),,2025-06-30T08:34:35.802Z,https://fiscalizarte.substack.com/p/como-mi-hermano-va-a-ganar-25000,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 14: Amortización de las mejoras.,Cómo amortizar las mejoras y deducírtelas legalmente en tu IRPF,2025-06-29T07:32:14.965Z,https://fiscalizarte.substack.com/p/clase-14-amortizacion-de-las-mejoras,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,d03a258b-7e93-4fef-851c-9a375fb1b071 | b9526b0e-2b1d-4c3f-a2ff-757c94b3ca5a,738.6232 | 738.63837,PENDIENTE,Preparado para extracción final
🔥 Descuento del 20% en la suscripción anual Premium. Solo hasta el domingo.,,2025-06-28T07:13:12.328Z,https://fiscalizarte.substack.com/p/descuento-del-20-en-la-suscripcion,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🏥 ¿Alquilas un geriátrico ya montado? Igual un geriátrico no...pero.. ¿Y otro tipo de negocio?,Cuidado: Hacienda distingue entre “negocio” y “inmueble”,2025-06-25T11:51:31.457Z,https://fiscalizarte.substack.com/p/alquilas-un-geriatrico-ya-montado,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 13: Amortización del Mobiliario, Cómo amortizar el mobiliario y deducirlo legalmente en tu IRPF,2025-06-22T08:24:31.333Z,https://fiscalizarte.substack.com/p/clase-13-amortizacion-del-mobiliario,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,2b8cf97d-61fb-43e9-9f91-a481de741388 | 2e299d35-687e-46f6-b07e-4a0dc4680ec0,888.65656 | 888.6857,PENDIENTE,Preparado para extracción final
Decrecer para CRECER más rápido.,Las 3 fases del inversor inmobiliario: Invertir con ESTRATEGIA FISCAL.,2025-06-19T15:10:11.308Z,https://fiscalizarte.substack.com/p/decrecer-para-crecer-mas-rapido,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🏢 ¿Tienes una sociedad civil que alquila inmuebles? ,"Ojo, desde 2016 Hacienda te pone en otra liga.",2025-06-18T11:45:32.637Z,https://fiscalizarte.substack.com/p/tienes-una-sociedad-civil-que-alquila,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🏠💼 ¿Alquilas tu piso a una empresa para que lo use uno de sus empleados? ,Así puedes seguir disfrutando de la reducción del 50% en tu IRPF.,2025-06-16T05:41:06.802Z,https://fiscalizarte.substack.com/p/alquilas-tu-piso-a-una-empresa-para,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
"Cómo un ´´buen`` piso, PUEDE ser una operación fiscalmente MALÍSIMA.",Te cuento la historia de un inversor que he conocido recientemente.,2025-06-15T07:48:42.061Z,https://fiscalizarte.substack.com/p/como-un-buen-piso-puede-ser-una-operacion,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
El mayor erorr de un inversor inmobiliario es la falta de planificación fiscal.,Dedica 3 minutos a leer este mail y NO cometas fallos.,2025-06-12T13:52:37.168Z,https://fiscalizarte.substack.com/p/el-mayor-erorr-de-un-inversor-inmobiliario,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🏘️ ¿Tienes pisos en alquiler y estás pensando en meterlos en una sociedad? ,Ojo con esto que dice Hacienda.,2025-06-11T11:39:21.966Z,https://fiscalizarte.substack.com/p/tienes-pisos-en-alquiler-y-estas,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Hacer un flip siendo persona física puede ser una ruina fiscal.,Te cuento el caso real de un inversor.,2025-06-08T07:31:32.927Z,https://fiscalizarte.substack.com/p/hacer-un-flip-siendo-persona-fisica,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🚙 ¿Tienes un todoterreno solo para tu actividad profesional? Esto es lo que Hacienda dice sobre deducírtelo,,2025-06-04T11:45:18.914Z,https://fiscalizarte.substack.com/p/tienes-un-todoterreno-solo-para-tu,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 12: Otros gastos deducibles en el RCI,No te olvides de incluir estos gastos para minorar la tributación de tús pisos alquilados.,2025-06-01T07:50:06.024Z,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,c9bcae50-42b7-42cf-940a-19253d2b78bb | 1be70e40-39e7-41d1-b825-34b7a9c6d72a,824.63336 | 824.5551,PENDIENTE,Preparado para extracción final
¿Crear una sociedad o adquirir una sociedad creada? La mejor opción.,Comprar Sociedad Inactivas para invertir en inmuebles.,2025-05-28T11:45:25.917Z,https://fiscalizarte.substack.com/p/crear-una-sociedad-o-adquirir-una,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 11: Los gastos de reparación y conservación,Cómo deducirte los gastos de reparación y conservación del inmueble alquilado.,2025-05-25T06:30:24.594Z,https://fiscalizarte.substack.com/p/clase-11-los-gastos-de-reparacion,only_paid,podcast,podcast_video_sin_transcripcion_substack,body_html + videoUpload + ASR_local,,0,,0,local_asr_video,,0,27caec1e-2597-49bc-95b2-e7c7dc53dc41 | 1739828a-d263-4f96-ba1a-b7f77cab8641,811.48987 | 811.4939,PENDIENTE,Preparado para extracción final
¿Cómo proteger tú patrimonio inmobiliario a través de Sociedades Patrimoniales?,Todo sobre las Sociedades Patrimoniales.,2025-05-21T11:45:16.389Z,https://fiscalizarte.substack.com/p/como-proteger-tu-patrimonio-inmobiliario,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 10: Los intereses y gastos de financiación,Cómo deducirte los interes y gastos de financiación asociados a la compra del inmueble.,2025-05-18T06:30:48.980Z,https://fiscalizarte.substack.com/p/clase-10-los-intereses-y-gastos-de,only_paid,podcast,podcast_video_sin_transcripcion_substack,body_html + videoUpload + ASR_local,,0,,0,local_asr_video,,0,c277223e-591b-4b6e-9a23-ec85db8c581e | 5cee264a-491d-45a0-bbcc-ab5085823ba8,995.1899 | 995.2131,PENDIENTE,Preparado para extracción final
DEBES analizar correctamente los números en una operación de flipping...antes de entrar....,Caso real de dos inversoras de mi comunidad de suscriptores premium.,2025-05-17T08:45:23.915Z,https://fiscalizarte.substack.com/p/debes-analizar-correctamente-los,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
No cometas el mismo ERROR que Rubén con sus inversiones inmobiliarias....,La importancia de invertir con SENTIDO/CONOCIMIENTO FISCAL.,2025-05-15T09:08:13.299Z,https://fiscalizarte.substack.com/p/no-cometas-el-mismo-error-que-ruben,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🏘️ Disolver una sociedad inmobiliaria y adjudicar inmuebles a los socios: la guía fiscal definitiva (con ejemplos),,2025-05-14T08:30:27.702Z,https://fiscalizarte.substack.com/p/disolver-una-sociedad-inmobiliaria,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🌍 ¿Tu empresa extranjera alquila almacenes en España? Entonces esto te interesa (y mucho),,2025-05-07T07:02:24.241Z,https://fiscalizarte.substack.com/p/tu-empresa-extranjera-alquila-almacenes,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Lo que ningún gurú del sector te cuenta pero que deberías saber siendo un pequeño inversor inmobiliario...,Porqué no te suele interesar montar una SOCIEDAD PATRIMONIAL.,2025-05-05T15:06:08.404Z,https://fiscalizarte.substack.com/p/lo-que-ningun-guru-del-sector-te,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Adapta tú estrategia de inversión a tú situación fiscal..,Y no cometas el ERROR que comenten el 95% de los inversores inmobiliarios.,2025-05-04T15:09:12.291Z,https://fiscalizarte.substack.com/p/adapta-tu-estrategia-de-inversion,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🏡 ¿Alquilas pisos turísticos? Este es el error que muchos cometen con Hacienda sin saberlo,,2025-04-30T12:03:17.227Z,https://fiscalizarte.substack.com/p/alquilas-pisos-turisticos-este-es,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Un suscriptor me pide ayuda...,Le ha llegado una COMPROBACIÓN por parte de Hacienda.,2025-04-27T17:45:56.128Z,https://fiscalizarte.substack.com/p/un-suscriptor-me-pide-ayuda,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 9: La Amortización Fiscal del Inmueble,Cómo deducirte el gasto fiscal por la amortización del inmueble,2025-04-27T06:01:32.872Z,https://fiscalizarte.substack.com/p/clase-9-la-amortizacion-fiscal-del,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,6b9a403c-ad1a-44d2-b986-c1db0ddbdeb6 | 14691a67-40b4-4740-b830-f71702bfdf10,1137.4899 | 1137.5021,PENDIENTE,Preparado para extracción final
Desconocer la normativa fiscal te puede hacer perder dinero....,Las 3 opciones fiscales para hacer flipping house: Caso real de un suscriptor,2025-04-26T08:35:45.596Z,https://fiscalizarte.substack.com/p/desconocer-la-normativa-fiscal-te,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
⚠️ Cuidado con la escisión de tu empresa: ¿Pagarás más impuestos?,Ejemplo real de una sociedad con 5 socios al 20% cada uno.,2025-04-23T05:30:50.175Z,https://fiscalizarte.substack.com/p/cuidado-con-la-escision-de-tu-empresa,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Hacer flipping esta de moda...,Pero no es oro todo lo que reluce.,2025-04-21T11:30:06.155Z,https://fiscalizarte.substack.com/p/hacer-flipping-esta-de-moda,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Los errores en la inversión inmobiliaria SON CAROS....,No cometas el error de NO hacer una adecuada PLANIFICACIÓN FISCAL.,2025-04-19T09:30:05.823Z,https://fiscalizarte.substack.com/p/los-errores-en-la-inversion-inmobiliaria,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
🏠💥 Alquilas pisos turísticos de otros propietarios: lo que Hacienda no va a dejar pasar,IRPF e IVA.,2025-04-16T05:30:23.273Z,https://fiscalizarte.substack.com/p/alquilas-pisos-turisticos-de-otros,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Cuidado al precio al que vendes tú piso...,Hacienda te buscará.,2025-04-15T08:42:32.207Z,https://fiscalizarte.substack.com/p/cuidado-al-precio-al-que-vendes-tu,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Así te puedas aplicar la mayor ventaja fiscal por alquilar inmuebles en la RENTA 2024...,Ejemplo práctico con el programa de HACIENDA.,2025-04-13T09:21:38.458Z,https://fiscalizarte.substack.com/p/asi-te-puedes-aplicar-la-reduccion,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 8: Gastos Deducibles (Cuestiones Comunes),Aspectos relevantes a tener en cuenta en los gastos deducibles,2025-04-13T06:05:17.684Z,https://fiscalizarte.substack.com/p/clase-8-gastos-deducibles-cuestiones,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,d6f69c1e-49db-4a49-82e9-bf54354392a2 | a2b79da9-f3b4-45a6-beee-fdea3b90a909,472.8232 | 472.84244,PENDIENTE,Preparado para extracción final
🚗💸 ¿Puedo desgravar el coche si lo uso para gestionar mis pisos en alquiler?,,2025-04-09T05:30:55.772Z,https://fiscalizarte.substack.com/p/puedo-desgravar-el-coche-si-lo-uso,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 7: Ingresos por arrendamientos,Cómo se imputan los ingresos para el cálculo del RCI,2025-04-06T06:02:35.629Z,https://fiscalizarte.substack.com/p/clase-7-ingresos-por-arrendamientos,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,3e574f0e-4620-4c3f-9c02-93f934da3c71 | 06f02555-b30b-40fe-8b4d-107ff2ce769c,708.95654 | 708.9894,PENDIENTE,Preparado para extracción final
¿Quieres seguir perdiéndote el mejor contenido de valor?,Este mail te interesa.,2025-04-05T09:49:35.044Z,https://fiscalizarte.substack.com/p/quieres-seguir-perdiendote-el-mejor,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
¿Debe tu asociación pagar IVA por el alquiler de viviendas?,Iva y Sociedades con actividad económica.,2025-04-03T05:31:23.933Z,https://fiscalizarte.substack.com/p/debe-tu-asociacion-pagar-iva-por,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
¿Cómo tributa la aportación de bienes donados a una sociedad? ,Todo lo que debes saber.,2025-04-01T05:31:20.340Z,https://fiscalizarte.substack.com/p/como-tributa-la-aportacion-de-bienes,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 6: Cálculo del Rendimiento de Capital Inmobiliario.,Cómo se calcula el RCI para incluirlo en la base general del IRPF.,2025-03-30T06:02:18.484Z,https://fiscalizarte.substack.com/p/clase-6-calculo-del-rendimiento-de,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,f45c6db2-da81-4d05-9ddc-683ef27402aa | 28cd23bb-2944-47f5-83bc-0b0a793923cc,675.1232 | 675.1608,PENDIENTE,Preparado para extracción final
🏡💰 Fiscalidad en la Venta de Viviendas Promovidas por Comunidades de Bienes ,Estructura fiscal de las Comunidades de Bienes.,2025-03-27T06:30:51.998Z,https://fiscalizarte.substack.com/p/fiscalidad-en-la-venta-de-viviendas,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
¡Cuidado con las escisiones parciales en inmobiliario!,Reestructuración de negocios inmobiliarios,2025-03-25T06:30:48.042Z,https://fiscalizarte.substack.com/p/cuidado-con-las-escisiones-parciales,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 5: Imputación de Rentas Inmobilirias.,"Los inmuebles que tienes a tu disposición (sin alquilar), TAMBÍEN tributan.",2025-03-22T07:30:39.824Z,https://fiscalizarte.substack.com/p/clase-5-imputacion-de-rentas-inmobilirias,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,cbf3d470-c89d-44e3-be91-26212deca747 | 763dd421-bd98-4d09-abdc-de1f2b3c3b1e,1026.3232 | 1026.325,PENDIENTE,Preparado para extracción final
¿Reformas antes de alquilar?, Esto dice Hacienda sobre si puedes deducírtelas,2025-03-20T06:30:51.550Z,https://fiscalizarte.substack.com/p/reformas-antes-de-alquilar,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Reparaciones en tu edificio alquilado: ¿puedes deducirlas en el IRPF?,Cómo hacerlo si vives tú tambien en el edificio que alquilas.,2025-03-18T06:30:50.727Z,https://fiscalizarte.substack.com/p/reparaciones-en-tu-edificio-alquilado,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Episodio 1: Serrasola Inversiones,Sergio e Iván de Serrasola Inversiones se pasan por Inversores Anónimos.,2025-03-16T08:02:47.069Z,https://fiscalizarte.substack.com/p/episodio-1-serrasola-inversiones,only_paid,podcast,podcast_audio_con_transcripcion_substack,body_html + podcastUpload.transcription,,0,,0,substack_podcast,,0,e3cb54a3-99f0-410a-aaee-47b1f99bf078,4166.243,PENDIENTE,Preparado para extracción final
¿Quién paga impuestos por el alquiler? ,Propietario vs. usufructuario,2025-03-13T06:30:47.741Z,https://fiscalizarte.substack.com/p/quien-paga-impuestos-por-el-alquiler,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Invertir a través de COMUNIDADES DE BIENES...,Cómo les afecta el IVA de las obras de rehabilitación efectuadas.,2025-03-11T06:30:57.709Z,https://fiscalizarte.substack.com/p/invertir-a-traves-de-comunidades,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 4: Clases de Rendimientos de Capital,Los rendimientos de capital y su tributación en el IRPF.,2025-03-08T07:06:22.739Z,https://fiscalizarte.substack.com/p/clase-4-clases-de-rendimientos-de,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,4c429851-f860-43d9-bcf5-b6c0fda05170 | 6cba2ee5-1a65-4727-b71e-3ab73afdd36f,472.35657 | 472.37225,PENDIENTE,Preparado para extracción final
Aportación de Participaciones y Régimen Especial del Impuesto sobre Sociedades.,Cómo NO pagar impuesto acogiéndote al régimen de neutralidad fiscal.,2025-03-06T06:30:41.770Z,https://fiscalizarte.substack.com/p/aportacion-de-participaciones-y-regimen,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
¿Qué IVA se aplica a las obras de mejora en una vivienda en construcción?,Mucho cuidado con el % de IVA que tienes que aplicar.,2025-03-04T06:30:52.616Z,https://fiscalizarte.substack.com/p/que-iva-se-aplica-a-las-obras-de,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Cómo ahorrar impuestos siendo no residente..,Convenio de doble imposición.,2025-03-02T07:30:30.168Z,https://fiscalizarte.substack.com/p/argentina-patria-querida,everyone,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
#Clase 3: Masterclass Persona Física vs Sociedad ,Análisis fiscal persona física vs Sociedad,2025-03-01T07:30:53.503Z,https://fiscalizarte.substack.com/p/clase-3-masterclass-persona-fisica,only_paid,podcast,video_o_podcast_principal_con_transcripcion_substack,body_html + videoUpload.extractedAudio.transcription,,0,,0,substack_video,,0,65884243-bd66-4c1b-bfde-8e5982bab9ad | 3a25aa3e-39fa-4146-b0f0-689625ff91e3,1727.8232 | 1727.8433,PENDIENTE,Preparado para extracción final
¿Comprar más participaciones de tu sociedad patrimonial puede hacerte pagar el ITP como si compraras un inmueble? ,Caso real de un inversor que adquiere más porcentaje de participaciones de su sociedad.,2025-02-27T06:30:54.030Z,https://fiscalizarte.substack.com/p/comprar-mas-participaciones-de-tu,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
Crear una holding para gestionar tus inversiones: ¿Cómo afecta a los impuestos? ,Aportación no dineraria y mótivo económico válido.,2025-02-25T06:30:48.559Z,https://fiscalizarte.substack.com/p/crear-una-holding-para-gestionar,only_paid,newsletter,texto_normal,body_html,,0,,0,none,,0,,,PENDIENTE,Preparado para extracción final
